"registry_code","age_group","number_of_cases","person_years_at_risk","incidence_rate_100000","latitude","longitude"
203200799,13,185,157511,117.452114455498,-32.8897294,-68.8442956
203200799,14,223,123107,181.143233122406,-32.8897294,-68.8442956
203200799,15,174,94194,184.725141728773,-32.8897294,-68.8442956
203200799,1,0,390230,0,-32.8897294,-68.8442956
203200799,17,90,53414,168.495151083985,-32.8897294,-68.8442956
203200799,9,11,228549,4.81297227290428,-32.8897294,-68.8442956
203200799,7,3,305062,0.983406651762593,-32.8897294,-68.8442956
203200799,3,0,399733,0,-32.8897294,-68.8442956
203200799,4,1,405633,0.246528265698304,-32.8897294,-68.8442956
203200799,18,55,28200,195.035460992908,-32.8897294,-68.8442956
203200799,8,6,259235,2.31450228557101,-32.8897294,-68.8442956
203200899,10,1,22740,4.39753737906772,-53.8904638,-68.348598
203200899,6,0,29305,0,-53.8904638,-68.348598
203200899,3,0,30885,0,-53.8904638,-68.348598
203200899,13,10,8710,114.810562571757,-53.8904638,-68.348598
203200899,5,1,28590,3.49772647778944,-53.8904638,-68.348598
203200899,9,2,21920,9.12408759124088,-53.8904638,-68.348598
203200899,4,0,30045,0,-53.8904638,-68.348598
203200899,1,0,31325,0,-53.8904638,-68.348598
203200899,7,0,29755,0,-53.8904638,-68.348598
203200899,12,9,13445,66.9393826701376,-53.8904638,-68.348598
203200899,14,11,5120,214.84375,-53.8904638,-68.348598
203200899,8,1,25160,3.97456279809221,-53.8904638,-68.348598
203200899,11,7,19440,36.0082304526749,-53.8904638,-68.348598
203200899,2,0,33450,0,-53.8904638,-68.348598
203201199,6,1,221975,0.450501182565604,-26.3829647,-60.8816092
203201199,16,76,29693,255.952581416495,-26.3829647,-60.8816092
203201199,13,125,81234,153.876455671271,-26.3829647,-60.8816092
203201199,14,143,58726,243.503729182985,-26.3829647,-60.8816092
203201199,15,99,44096,224.510159651669,-26.3829647,-60.8816092
203201199,1,0,271001,0,-26.3829647,-60.8816092
203201199,17,52,22211,234.118229706002,-26.3829647,-60.8816092
203201199,10,33,138100,23.8957277335264,-26.3829647,-60.8816092
203201199,7,1,190100,0.526038926880589,-26.3829647,-60.8816092
203201199,8,4,153316,2.608990581544,-26.3829647,-60.8816092
203201199,3,0,285384,0,-26.3829647,-60.8816092
203201199,9,15,140126,10.7046515279106,-26.3829647,-60.8816092
203201199,5,0,260511,0,-26.3829647,-60.8816092
203201199,4,0,289371,0,-26.3829647,-60.8816092
203201199,2,0,255006,0,-26.3829647,-60.8816092
203201199,11,74,125671,58.883911164867,-26.3829647,-60.8816092
203201199,12,81,108240,74.8337028824834,-26.3829647,-60.8816092
207600299,1,0,221377,0,-16.680882,-49.2532691
207600299,16,63,27846,226.244343891403,-16.680882,-49.2532691
207600299,8,5,241638,2.0692109684735,-16.680882,-49.2532691
207600299,6,3,322149,0.931246100406955,-16.680882,-49.2532691
207600299,17,32,28319,112.998340336876,-16.680882,-49.2532691
207600299,14,87,62830,138.468884290944,-16.680882,-49.2532691
207600299,15,92,45333,202.942668696093,-16.680882,-49.2532691
207600299,13,92,91176,100.903746599982,-16.680882,-49.2532691
207600299,11,38,158662,23.9502842520578,-16.680882,-49.2532691
207600299,9,14,215290,6.50285661201171,-16.680882,-49.2532691
207600299,5,0,311081,0,-16.680882,-49.2532691
207600299,10,19,190788,9.95869761200914,-16.680882,-49.2532691
207600299,2,0,233950,0,-16.680882,-49.2532691
207600299,12,64,123454,51.8411716104784,-16.680882,-49.2532691
207600299,4,1,273064,0.366214513813611,-16.680882,-49.2532691
207600299,3,0,252027,0,-16.680882,-49.2532691
207600299,7,2,293611,0.681173389280374,-16.680882,-49.2532691
207600599,14,35,13861,252.507034124522,-27.5973002,-48.5496098
207600599,11,18,34628,51.9810557929999,-27.5973002,-48.5496098
207600599,9,1,41937,2.38452917471445,-27.5973002,-48.5496098
207600599,15,32,9880,323.886639676113,-27.5973002,-48.5496098
207600599,1,0,36034,0,-27.5973002,-48.5496098
207600599,8,0,45950,0,-27.5973002,-48.5496098
207600599,4,0,49428,0,-27.5973002,-48.5496098
207600599,16,28,6227,449.654729404207,-27.5973002,-48.5496098
207600599,2,0,41231,0,-27.5973002,-48.5496098
207600599,7,1,55180,1.81225081551287,-27.5973002,-48.5496098
207600599,12,24,28310,84.7756976333451,-27.5973002,-48.5496098
207600599,6,0,62148,0,-27.5973002,-48.5496098
207600599,13,30,21198,141.522785168412,-27.5973002,-48.5496098
207600599,3,0,44693,0,-27.5973002,-48.5496098
207600599,10,9,40965,21.9699743683632,-27.5973002,-48.5496098
207600599,5,0,57760,0,-27.5973002,-48.5496098
